"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_cases"
702,2004,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",1
703,2004,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",1
709,2004,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",2
711,2004,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",8
713,2004,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",1
714,2004,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",3
715,2004,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",2
716,2004,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",4
719,2004,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
732,2004,3,"Maritime Affairs and Fisheries","MARE",25,"Slovenia","SI",1
733,2005,1,"Competition","COMP",1,"Belgium","BE",12
734,2005,1,"Competition","COMP",2,"France","FR",24
735,2005,1,"Competition","COMP",3,"Germany","DE",76
736,2005,1,"Competition","COMP",4,"Italy","IT",86
737,2005,1,"Competition","COMP",5,"Luxembourg","LU",1
738,2005,1,"Competition","COMP",6,"Netherlands","NL",40
739,2005,1,"Competition","COMP",7,"Denmark","DK",14
740,2005,1,"Competition","COMP",8,"Ireland","IE",12
741,2005,1,"Competition","COMP",9,"United Kingdom","UK",106
742,2005,1,"Competition","COMP",10,"Greece","EL",18
743,2005,1,"Competition","COMP",11,"Portugal","PT",5
744,2005,1,"Competition","COMP",12,"Spain","ES",46
745,2005,1,"Competition","COMP",13,"Austria","AT",19
746,2005,1,"Competition","COMP",14,"Finland","FI",4
747,2005,1,"Competition","COMP",15,"Sweden","SE",15
748,2005,1,"Competition","COMP",16,"Cyprus","CY",5
749,2005,1,"Competition","COMP",17,"Czech Republic","CZ",30
750,2005,1,"Competition","COMP",18,"Estonia","EE",13
751,2005,1,"Competition","COMP",19,"Hungary","HU",14
752,2005,1,"Competition","COMP",20,"Latvia","LV",9
753,2005,1,"Competition","COMP",21,"Lithuania","LT",14
754,2005,1,"Competition","COMP",22,"Malta","MT",11
755,2005,1,"Competition","COMP",23,"Poland","PL",74
756,2005,1,"Competition","COMP",24,"Slovakia","SK",21
758,2005,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",4
759,2005,2,"Agriculture and Rural Development","AGRI",2,"France","FR",35
760,2005,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",27
761,2005,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",80
763,2005,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",22
764,2005,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",7
765,2005,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",2
766,2005,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",33
767,2005,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",2
768,2005,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",4
769,2005,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",40
770,2005,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",4
771,2005,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",6
772,2005,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
773,2005,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",1
774,2005,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",7
775,2005,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",1
776,2005,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",4
777,2005,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",13
778,2005,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",7
780,2005,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",3
781,2005,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",2
782,2005,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",1
784,2005,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1
786,2005,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",15
788,2005,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",4
791,2005,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",7
793,2005,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",2
794,2005,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",3
796,2005,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",1
800,2005,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",1
802,2005,3,"Maritime Affairs and Fisheries","MARE",20,"Latvia","LV",1
803,2005,3,"Maritime Affairs and Fisheries","MARE",21,"Lithuania","LT",1
807,2005,3,"Maritime Affairs and Fisheries","MARE",25,"Slovenia","SI",1
808,2006,1,"Competition","COMP",1,"Belgium","BE",16
809,2006,1,"Competition","COMP",2,"France","FR",55
810,2006,1,"Competition","COMP",3,"Germany","DE",95
811,2006,1,"Competition","COMP",4,"Italy","IT",106
812,2006,1,"Competition","COMP",5,"Luxembourg","LU",1
813,2006,1,"Competition","COMP",6,"Netherlands","NL",50
814,2006,1,"Competition","COMP",7,"Denmark","DK",15
815,2006,1,"Competition","COMP",8,"Ireland","IE",14
816,2006,1,"Competition","COMP",9,"United Kingdom","UK",74
817,2006,1,"Competition","COMP",10,"Greece","EL",7
818,2006,1,"Competition","COMP",11,"Portugal","PT",10
819,2006,1,"Competition","COMP",12,"Spain","ES",51
820,2006,1,"Competition","COMP",13,"Austria","AT",20
821,2006,1,"Competition","COMP",14,"Finland","FI",10
822,2006,1,"Competition","COMP",15,"Sweden","SE",13
823,2006,1,"Competition","COMP",16,"Cyprus","CY",18
824,2006,1,"Competition","COMP",17,"Czech Republic","CZ",26
825,2006,1,"Competition","COMP",18,"Estonia","EE",12
826,2006,1,"Competition","COMP",19,"Hungary","HU",23
827,2006,1,"Competition","COMP",20,"Latvia","LV",7
828,2006,1,"Competition","COMP",21,"Lithuania","LT",2
829,2006,1,"Competition","COMP",22,"Malta","MT",8
830,2006,1,"Competition","COMP",23,"Poland","PL",72
831,2006,1,"Competition","COMP",24,"Slovakia","SK",39
832,2006,1,"Competition","COMP",25,"Slovenia","SI",5
833,2006,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",6
834,2006,2,"Agriculture and Rural Development","AGRI",2,"France","FR",45
835,2006,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",22
836,2006,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",101
838,2006,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",27
839,2006,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",3
840,2006,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",3
841,2006,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",39
842,2006,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",5
843,2006,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",2
844,2006,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",40
845,2006,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",15
846,2006,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",4
847,2006,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
848,2006,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",3
849,2006,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",25
850,2006,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",1
851,2006,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",3
852,2006,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",9
853,2006,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",5
854,2006,2,"Agriculture and Rural Development","AGRI",22,"Malta","MT",1
855,2006,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",9
856,2006,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",4
857,2006,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",2
858,2006,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",1
861,2006,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",10
863,2006,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",9
865,2006,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",1
866,2006,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",3
867,2006,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",1
868,2006,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1
869,2006,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",5
871,2006,3,"Maritime Affairs and Fisheries","MARE",14,"Finland","FI",3
874,2006,3,"Maritime Affairs and Fisheries","MARE",17,"Czech Republic","CZ",6
875,2006,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",2
883,2007,1,"Competition","COMP",1,"Belgium","BE",24
884,2007,1,"Competition","COMP",2,"France","FR",49
885,2007,1,"Competition","COMP",3,"Germany","DE",133
886,2007,1,"Competition","COMP",4,"Italy","IT",148
888,2007,1,"Competition","COMP",6,"Netherlands","NL",39
889,2007,1,"Competition","COMP",7,"Denmark","DK",18
890,2007,1,"Competition","COMP",8,"Ireland","IE",12
891,2007,1,"Competition","COMP",9,"United Kingdom","UK",59
892,2007,1,"Competition","COMP",10,"Greece","EL",20
893,2007,1,"Competition","COMP",11,"Portugal","PT",11
894,2007,1,"Competition","COMP",12,"Spain","ES",155
895,2007,1,"Competition","COMP",13,"Austria","AT",86
896,2007,1,"Competition","COMP",14,"Finland","FI",14
897,2007,1,"Competition","COMP",15,"Sweden","SE",10
898,2007,1,"Competition","COMP",16,"Cyprus","CY",19
899,2007,1,"Competition","COMP",17,"Czech Republic","CZ",47
900,2007,1,"Competition","COMP",18,"Estonia","EE",15
901,2007,1,"Competition","COMP",19,"Hungary","HU",47
902,2007,1,"Competition","COMP",20,"Latvia","LV",7
903,2007,1,"Competition","COMP",21,"Lithuania","LT",8
904,2007,1,"Competition","COMP",22,"Malta","MT",10
905,2007,1,"Competition","COMP",23,"Poland","PL",56
906,2007,1,"Competition","COMP",24,"Slovakia","SK",10
907,2007,1,"Competition","COMP",25,"Slovenia","SI",17
908,2007,1,"Competition","COMP",26,"Bulgaria","BG",8
909,2007,1,"Competition","COMP",27,"Romania","RO",15
910,2007,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",19
911,2007,2,"Agriculture and Rural Development","AGRI",2,"France","FR",46
912,2007,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",38
913,2007,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",115
914,2007,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
915,2007,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",36
916,2007,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",8
917,2007,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",31
918,2007,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",56
919,2007,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",2
920,2007,2,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",5
921,2007,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",76
922,2007,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",7
923,2007,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",3
925,2007,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",8
926,2007,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",11
927,2007,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",4
928,2007,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",18
929,2007,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",12
930,2007,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",22
932,2007,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",4
933,2007,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",9
934,2007,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",156
935,2007,2,"Agriculture and Rural Development","AGRI",26,"Bulgaria","BG",1
937,2007,3,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",1
938,2007,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3
939,2007,3,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",2
940,2007,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",2
942,2007,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",6
944,2007,3,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",3
945,2007,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",5
947,2007,3,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1
948,2007,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",4
956,2007,3,"Maritime Affairs and Fisheries","MARE",20,"Latvia","LV",1
964,2008,1,"Competition","COMP",1,"Belgium","BE",48
965,2008,1,"Competition","COMP",2,"France","FR",53
966,2008,1,"Competition","COMP",3,"Germany","DE",161
967,2008,1,"Competition","COMP",4,"Italy","IT",130
968,2008,1,"Competition","COMP",5,"Luxembourg","LU",4
969,2008,1,"Competition","COMP",6,"Netherlands","NL",43
970,2008,1,"Competition","COMP",7,"Denmark","DK",18
971,2008,1,"Competition","COMP",8,"Ireland","IE",13
972,2008,1,"Competition","COMP",9,"United Kingdom","UK",55
973,2008,1,"Competition","COMP",10,"Greece","EL",14
974,2008,1,"Competition","COMP",11,"Portugal","PT",13
975,2008,1,"Competition","COMP",12,"Spain","ES",128
976,2008,1,"Competition","COMP",13,"Austria","AT",43
977,2008,1,"Competition","COMP",14,"Finland","FI",8
978,2008,1,"Competition","COMP",15,"Sweden","SE",8
979,2008,1,"Competition","COMP",16,"Cyprus","CY",10
980,2008,1,"Competition","COMP",17,"Czech Republic","CZ",75
981,2008,1,"Competition","COMP",18,"Estonia","EE",13
982,2008,1,"Competition","COMP",19,"Hungary","HU",32
983,2008,1,"Competition","COMP",20,"Latvia","LV",23
984,2008,1,"Competition","COMP",21,"Lithuania","LT",16
985,2008,1,"Competition","COMP",22,"Malta","MT",5
986,2008,1,"Competition","COMP",23,"Poland","PL",105
987,2008,1,"Competition","COMP",24,"Slovakia","SK",14
988,2008,1,"Competition","COMP",25,"Slovenia","SI",8
989,2008,1,"Competition","COMP",26,"Bulgaria","BG",7
990,2008,1,"Competition","COMP",27,"Romania","RO",15
991,2008,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",16
992,2008,2,"Agriculture and Rural Development","AGRI",2,"France","FR",55
993,2008,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",45
994,2008,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",104
995,2008,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",6
996,2008,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",21
997,2008,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",21
998,2008,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",9
999,2008,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",29
1000,2008,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",5
1002,2008,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",115
1003,2008,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",8
1004,2008,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",11
1005,2008,2,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",2
1006,2008,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",15
1007,2008,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",3
1008,2008,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",7
1009,2008,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",3
1010,2008,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",14
1011,2008,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",7
1013,2008,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",5
1014,2008,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",5
1015,2008,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",47
1017,2008,2,"Agriculture and Rural Development","AGRI",27,"Romania","RO",1
1019,2008,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",3
1034,2008,3,"Maritime Affairs and Fisheries","MARE",17,"Czech Republic","CZ",2
1035,2008,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",1
1045,2009,1,"Competition","COMP",1,"Belgium","BE",32
1046,2009,1,"Competition","COMP",2,"France","FR",49
1047,2009,1,"Competition","COMP",3,"Germany","DE",255
1048,2009,1,"Competition","COMP",4,"Italy","IT",238
1049,2009,1,"Competition","COMP",5,"Luxembourg","LU",8
1050,2009,1,"Competition","COMP",6,"Netherlands","NL",55
1051,2009,1,"Competition","COMP",7,"Denmark","DK",26
1052,2009,1,"Competition","COMP",8,"Ireland","IE",23
1053,2009,1,"Competition","COMP",9,"United Kingdom","UK",93
1054,2009,1,"Competition","COMP",10,"Greece","EL",14
1055,2009,1,"Competition","COMP",11,"Portugal","PT",13
1056,2009,1,"Competition","COMP",12,"Spain","ES",174
1057,2009,1,"Competition","COMP",13,"Austria","AT",68
1058,2009,1,"Competition","COMP",14,"Finland","FI",26
1059,2009,1,"Competition","COMP",15,"Sweden","SE",19
1060,2009,1,"Competition","COMP",16,"Cyprus","CY",18
1061,2009,1,"Competition","COMP",17,"Czech Republic","CZ",43
1062,2009,1,"Competition","COMP",18,"Estonia","EE",20
1063,2009,1,"Competition","COMP",19,"Hungary","HU",36
1064,2009,1,"Competition","COMP",20,"Latvia","LV",23
1065,2009,1,"Competition","COMP",21,"Lithuania","LT",17
1066,2009,1,"Competition","COMP",22,"Malta","MT",10
1067,2009,1,"Competition","COMP",23,"Poland","PL",139
1068,2009,1,"Competition","COMP",24,"Slovakia","SK",22
1069,2009,1,"Competition","COMP",25,"Slovenia","SI",26
1070,2009,1,"Competition","COMP",26,"Bulgaria","BG",7
1071,2009,1,"Competition","COMP",27,"Romania","RO",19
1072,2009,2,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",23
1073,2009,2,"Agriculture and Rural Development","AGRI",2,"France","FR",51
1074,2009,2,"Agriculture and Rural Development","AGRI",3,"Germany","DE",44
1075,2009,2,"Agriculture and Rural Development","AGRI",4,"Italy","IT",53
1076,2009,2,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",1
1077,2009,2,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",17
1078,2009,2,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",3
1079,2009,2,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",3
1080,2009,2,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",17
1081,2009,2,"Agriculture and Rural Development","AGRI",10,"Greece","EL",3
1083,2009,2,"Agriculture and Rural Development","AGRI",12,"Spain","ES",98
1084,2009,2,"Agriculture and Rural Development","AGRI",13,"Austria","AT",9
1085,2009,2,"Agriculture and Rural Development","AGRI",14,"Finland","FI",4
1087,2009,2,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",10
1088,2009,2,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",7
1089,2009,2,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",4
1090,2009,2,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",8
1091,2009,2,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",7
1092,2009,2,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",9
1094,2009,2,"Agriculture and Rural Development","AGRI",23,"Poland","PL",3
1095,2009,2,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",11
1096,2009,2,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",6
1097,2009,2,"Agriculture and Rural Development","AGRI",26,"Bulgaria","BG",2
1098,2009,2,"Agriculture and Rural Development","AGRI",27,"Romania","RO",1
1100,2009,3,"Maritime Affairs and Fisheries","MARE",2,"France","FR",2
1102,2009,3,"Maritime Affairs and Fisheries","MARE",4,"Italy","IT",5
1104,2009,3,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",3
1105,2009,3,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",1
1107,2009,3,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",2
1108,2009,3,"Maritime Affairs and Fisheries","MARE",10,"Greece","EL",1
1110,2009,3,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",2
1116,2009,3,"Maritime Affairs and Fisheries","MARE",18,"Estonia","EE",1
1122,2009,3,"Maritime Affairs and Fisheries","MARE",24,"Slovakia","SK",1
1126,2010,1,"Competition","COMP",1,"Belgium","BE",12
1127,2010,1,"Competition","COMP",2,"France","FR",30
1128,2010,1,"Competition","COMP",3,"Germany","DE",119
1129,2010,1,"Competition","COMP",4,"Italy","IT",121
1130,2010,1,"Competition","COMP",5,"Luxembourg","LU",2
1131,2010,1,"Competition","COMP",6,"Netherlands","NL",36
1132,2010,1,"Competition","COMP",7,"Denmark","DK",24
1133,2010,1,"Competition","COMP",8,"Ireland","IE",17
1134,2010,1,"Competition","COMP",9,"United Kingdom","UK",43
1135,2010,1,"Competition","COMP",10,"Greece","EL",21
1136,2010,1,"Competition","COMP",11,"Portugal","PT",15
1137,2010,1,"Competition","COMP",12,"Spain","ES",126
1138,2010,1,"Competition","COMP",13,"Austria","AT",40
1139,2010,1,"Competition","COMP",14,"Finland","FI",11
1140,2010,1,"Competition","COMP",15,"Sweden","SE",10
1141,2010,1,"Competition","COMP",16,"Cyprus","CY",3
1142,2010,1,"Competition","COMP",17,"Czech Republic","CZ",24
1143,2010,1,"Competition","COMP",18,"Estonia","EE",10
1144,2010,1,"Competition","COMP",19,"Hungary","HU",31
1145,2010,1,"Competition","COMP",20,"Latvia","LV",26
1146,2010,1,"Competition","COMP",21,"Lithuania","LT",9
1147,2010,1,"Competition","COMP",22,"Malta","MT",3
1148,2010,1,"Competition","COMP",23,"Poland","PL",59
1149,2010,1,"Competition","COMP",24,"Slovakia","SK",8
1150,2010,1,"Competition","COMP",25,"Slovenia","SI",21
